Accuracy,Precision,Recall,F1-score,ROC AUC,Jaccard Similarity Coefficient,epoch
0.872,0.8781510219785804,0.8411068661455368,0.8393572470754194,0.1274932249322493,0.002506265664160401,2100
0.844,0.8509376717143035,0.8173977849987324,0.8128755557837465,0.1443258807588076,0.002506265664160401,2150
0.878,0.8711356851820831,0.8493007866061912,0.8479825574796476,0.12485433604336042,0.002506265664160401,2200
0.865,0.8443911469080877,0.8406067845115833,0.8379348984492191,0.16416666666666668,0.002506265664160401,2250
0.864,0.8408888522159241,0.8392321424067812,0.8387642274614484,0.16588075880758812,0.002506265664160401,2300
0.885,0.8922232489380699,0.8570951606330548,0.8539202239763757,0.11175474254742546,0.002506265664160401,2350
0.885,0.8881249247921339,0.856794354779834,0.8544813919909972,0.11943089430894308,0.002506265664160401,2400
0.874,0.8632658002402103,0.847137847890061,0.8488511440893056,0.15175813008130082,0.002506265664160401,2450
0.846,0.8224103903744064,0.8212417088442093,0.8215854620761054,0.19401761517615176,0.002506265664160401,2500
0.879,0.8870957816301596,0.8513354531613577,0.8509675559248542,0.13863143631436312,0.002506265664160401,2550
0.827,0.8063579616173406,0.8037022710167608,0.8009388125734663,0.21740514905149053,0.002506265664160401,2600
0.861,0.8381046802110974,0.8367742363243217,0.8372387485409243,0.18434281842818429,0.002506265664160401,2650
0.874,0.8644033688443233,0.8462885116471078,0.846653204416952,0.14717479674796746,0.002506265664160401,2700
0.883,0.87959503028138,0.8577310466534724,0.8609552867994863,0.1549288617886179,0.002506265664160401,2750
0.886,0.8892705390862463,0.8591490317416703,0.859460832884254,0.13302845528455282,0.002506265664160401,2800
0.882,0.8727034810540341,0.8556768549822596,0.8546922763237916,0.14113821138211383,0.002506265664160401,2850
0.882,0.8756411923884311,0.8577361384883515,0.8592313081724454,0.16033197831978319,0.002506265664160401,2900
0.887,0.8836572488049634,0.8624207652884465,0.8638636650080531,0.15038279132791327,0.002506265664160401,2950
0.872,0.8651004258007268,0.8454231054617759,0.8456460891469927,0.15341124661246613,0.002506265664160401,3000
0.689,0.7576202472759743,0.6740136003493667,0.6499493146385017,0.43407520325203247,0.002506265664160401,3050
0.857,0.8402765422251933,0.8312816251926363,0.8306476473802766,0.16882113821138212,0.002506265664160401,3100
0.867,0.8597337485320887,0.840270350415404,0.8424804389157157,0.16948848238482386,0.002506265664160401,3150
0.863,0.8602990780158317,0.8350053692575823,0.8345065094489863,0.14738143631436312,0.002506265664160401,3200
0.853,0.8333790989005898,0.8262930579282497,0.8253714338904723,0.16538617886178864,0.002506265664160401,3250
0.252,0.3100254287723855,0.2830651936715766,0.1613563149513402,0.586310975609756,0.0015022533800701052,3300
0.871,0.8667237291431418,0.842612503534153,0.8413363723735824,0.14104336043360433,0.002506265664160401,3350
0.847,0.8337333776415854,0.8228719143361168,0.8229933332554829,0.18328929539295397,0.002506265664160401,3400
0.858,0.8461874361844905,0.830655487460892,0.8321075981533653,0.1598509485094851,0.002506265664160401,3450
0.833,0.8257140923130072,0.8067244329758696,0.807586749714028,0.19113821138211384,0.002506265664160401,3500
0.873,0.8684421992042293,0.8457356168274789,0.8444144086895301,0.14455284552845526,0.002506265664160401,3550
0.869,0.8588167319376352,0.8425962039548001,0.842747705506057,0.15678861788617887,0.002506265664160401,3600
0.844,0.8281000626105364,0.8192639617289407,0.8192534117797681,0.18186314363143635,0.002506265664160401,3650
0.815,0.8640384562135631,0.7749366533795794,0.7689472868329774,0.19660569105691056,0.002506265664160401,3700
0.835,0.8470966302108012,0.8060543111355349,0.8009499467327643,0.13504065040650406,0.002506265664160401,3750
0.864,0.8490566088988158,0.8372685080100828,0.8393528133204221,0.17050813008130083,0.002506265664160401,3800
0.831,0.8234129245787486,0.8073898266838164,0.8116688404433603,0.21638550135501353,0.002506265664160401,3850
0.853,0.842635797374706,0.8252794429776881,0.8231206413045893,0.1520189701897019,0.002506265664160401,3900
0.871,0.8613525637555922,0.8433347018635107,0.8444381500912662,0.15365514905149052,0.002506265664160401,3950
0.826,0.8094079495831716,0.800665422246646,0.7981627389034724,0.1888990514905149,0.002506265664160401,4000
0.839,0.8209191961278725,0.8141785155363349,0.8131330123029716,0.1811585365853659,0.002506265664160401,4050
0.853,0.8451767023773632,0.8176429397249401,0.8092218956701058,0.10822493224932248,0.002506265664160401,4100
0.859,0.8447876386201264,0.8327426181004375,0.832185404462366,0.15211043360433604,0.002506265664160401,4150
0.836,0.8297558439961138,0.8084535655454277,0.8028207960454686,0.15429539295392955,0.002506265664160401,4200
0.855,0.8445487900666029,0.8290838380700937,0.8260573242897591,0.14941734417344174,0.002506265664160401,4250
0.877,0.8594632088269119,0.8535439456145311,0.8537042912388314,0.16555216802168024,0.002506265664160401,4300
0.881,0.8656332893968056,0.8556063876245583,0.8555163300440405,0.15009823848238482,0.002506265664160401,4350
0.707,0.7560326099468341,0.678187493280132,0.6373958584906028,0.18070121951219512,0.002506265664160401,4400
0.843,0.8268055390936746,0.8191539417253038,0.8209198314789463,0.19724593495934958,0.002506265664160401,4450
0.856,0.836705374298307,0.833913921973869,0.834734569551971,0.201029810298103,0.002506265664160401,4500
0.865,0.8448305020003405,0.8391713085192662,0.8385970654493331,0.15852303523035233,0.002506265664160401,4550
0.862,0.8492349689449137,0.8362569604559822,0.8365120722109951,0.16427168021680216,0.002506265664160401,4600
0.858,0.8577253302129026,0.830198428247737,0.8303155539555466,0.16072154471544714,0.002506265664160401,4650
0.802,0.8012453741337348,0.7832792611264424,0.7822740678099758,0.2817581300813008,0.002506265664160401,4700
0.853,0.8299491422435658,0.827144667311774,0.8274354912417754,0.181229674796748,0.002506265664160401,4750
0.869,0.8575839236810537,0.8431352110469985,0.8441779758833394,0.1572018970189702,0.002506265664160401,4800
0.846,0.8280880445021299,0.8197840801844528,0.8190674243359739,0.16763888888888892,0.002506265664160401,4850
0.868,0.8559990996344954,0.8410423089533199,0.8398299966606529,0.14247967479674797,0.002506265664160401,4900
0.831,0.8141573851193687,0.808555493168632,0.808464950802561,0.20652439024390246,0.002506265664160401,4950
0.867,0.853690924190988,0.8387157041160768,0.8359821316302476,0.14148035230352304,0.002506265664160401,5000
0.845,0.8203525032040924,0.8212107941324435,0.8193430395779373,0.20569444444444446,0.002506265664160401,5001
