Accuracy,Precision,Recall,F1-score,ROC AUC,Jaccard Similarity Coefficient,epoch
0.775,0.7715368026706383,0.7709289837701083,0.7638785931489259,0.2577777777777778,0.002506265664160401,1150
0.726,0.7478974503557205,0.7274835484354819,0.7182372422858945,0.32111788617886183,0.002506265664160401,1200
0.867,0.8745206072137259,0.8377089085872281,0.8367349069931299,0.14881775067750674,0.002506265664160401,1250
0.864,0.8626174916435501,0.8353445218307776,0.8360474342794024,0.16018631436314362,0.002506265664160401,1300
0.87,0.8686126251377486,0.8427478917865624,0.8443130856189847,0.15985094850948509,0.002506265664160401,1350
0.842,0.826691615667532,0.8177022471238965,0.8154079022266352,0.1763685636856369,0.002506265664160401,1400
0.729,0.7554153876238682,0.7042932636723598,0.6829482798596611,0.2712093495934959,0.002506265664160401,1450
0.834,0.8238064308969136,0.8064814558187752,0.8113570444956005,0.2341056910569106,0.002506265664160401,1500
0.847,0.8297062026510101,0.8205954334099232,0.8187018539498819,0.1689329268292683,0.002506265664160401,1550
0.864,0.8881481559274231,0.8307363442324617,0.8294598363988317,0.1463211382113821,0.002506265664160401,1600
0.852,0.8389694756436938,0.8247975371766332,0.8235960294823531,0.16059959349593497,0.002506265664160401,1650
0.81,0.8058138866664175,0.7792104304299522,0.7789182835994296,0.19882113821138211,0.002506265664160401,1700
0.619,0.5734919978660977,0.5757336834965349,0.4571955683242768,0.14209349593495935,0.002004008016032064,1750
0.865,0.8515762126305921,0.8372743511428089,0.8348814650576359,0.14334349593495935,0.002506265664160401,1800
0.858,0.8548918099030081,0.827931106916586,0.8237892655061613,0.1322560975609756,0.002506265664160401,1850
0.822,0.8067479696724504,0.7978796430140582,0.796101422089824,0.20746612466124661,0.002506265664160401,1900
0.855,0.8470283240687785,0.8240333982422816,0.8179450563624672,0.13306571815718155,0.002506265664160401,1950
0.865,0.8524907988496094,0.8355281006632925,0.8325341280603336,0.14000677506775067,0.002506265664160401,2000
0.85,0.8329840687473957,0.821906647924042,0.8225767716253116,0.16448170731707318,0.002506265664160401,2050
0.853,0.8444140520918143,0.8238846439233145,0.8201234894401821,0.1436991869918699,0.002506265664160401,2100
0.867,0.8766924048812592,0.8350595848216598,0.8326555289106219,0.1271781842818428,0.002506265664160401,2150
0.838,0.8425418481659918,0.8035146675639764,0.8026067103345745,0.18462398373983738,0.002506265664160401,2200
0.825,0.8176119322829623,0.7933941672208483,0.7928936470116371,0.18440040650406503,0.002506265664160401,2250
0.85,0.8328108720965863,0.8210176681095301,0.8181368145061108,0.1504878048780488,0.002506265664160401,2300
0.815,0.800817238768335,0.7916427817665588,0.790310429881564,0.22221544715447153,0.002506265664160401,2350
0.851,0.8430993611167509,0.8207451640178771,0.8187989976751732,0.14905149051490513,0.002506265664160401,2400
0.832,0.8203064003347951,0.806701974347028,0.8071906803829,0.19117547425474257,0.002506265664160401,2450
0.853,0.8346365892635635,0.8270828856739714,0.8246548378916516,0.16173780487804879,0.002506265664160401,2500
0.852,0.8386413194813903,0.8255919543433909,0.827843832587955,0.1742886178861789,0.002506265664160401,2550
0.846,0.8294248818276057,0.8181746966601757,0.8163376714778131,0.16261856368563687,0.002506265664160401,2600
0.851,0.836851242829796,0.8232019982398924,0.8225534832109396,0.1609857723577236,0.002506265664160401,2650
0.792,0.776449985627259,0.7635333982422816,0.7547221745301502,0.1964430894308943,0.002506265664160401,2700
0.844,0.8256213096169256,0.8183173589624125,0.8168453551776718,0.17336720867208677,0.002506265664160401,2750
0.84,0.8232771012009472,0.813516667927679,0.8151208021681056,0.1873848238482385,0.002506265664160401,2800
0.837,0.8159361222000567,0.8073184500698867,0.7997279291729438,0.14150745257452574,0.002506265664160401,2850
0.823,0.8099791764014312,0.7956376228989213,0.7951203545935047,0.19053523035230358,0.002506265664160401,2900
0.802,0.7922562911559707,0.776931652470323,0.7709307682204133,0.2096341463414634,0.002506265664160401,2950
0.826,0.8071968872776765,0.7998580505015509,0.797369275820822,0.18112804878048783,0.002506265664160401,3000
0.874,0.8680126720423731,0.8448657313937638,0.8428009967030269,0.13218157181571816,0.002506265664160401,3050
0.87,0.8608813144354961,0.8426894266110759,0.8433633942411094,0.15568089430894308,0.002506265664160401,3100
0.85,0.8387685436070147,0.8197073389587756,0.8205223336215616,0.15887533875338752,0.002506265664160401,3150
0.822,0.813060117327107,0.797947272430422,0.8027074750067748,0.24847560975609753,0.002506265664160401,3200
0.845,0.8265981595122351,0.8183857350307886,0.8167195863812087,0.17122289972899732,0.002506265664160401,3250
0.86,0.8515245229547233,0.8305273062255513,0.8259934956317636,0.12225271002710025,0.002506265664160401,3300
0.843,0.8220305555183927,0.8186251421957277,0.8163357644289686,0.18227981029810297,0.002506265664160401,3350
0.847,0.8315688365427143,0.817829633921496,0.816947871446206,0.16534552845528455,0.002506265664160401,3400
0.841,0.819965997045643,0.812497209844391,0.8138373566484706,0.1780216802168022,0.002506265664160401,3450
0.574,0.6336226642555756,0.5696427412814274,0.5348153994051291,0.42743224932249324,0.002506265664160401,3500
0.79,0.8024548700275197,0.7672849463007874,0.7739532135333675,0.25750338753387536,0.002506265664160401,3550
0.846,0.8350221417231154,0.815374096551065,0.8099885148522163,0.13713414634146343,0.002506265664160401,3600
0.811,0.8044417136127899,0.788911490874917,0.7890301717133112,0.22609756097560973,0.002506265664160401,3650
0.832,0.8161226282045735,0.8092263424139492,0.8083576171178223,0.20495934959349593,0.002506265664160401,3700
0.74,0.8015449031582683,0.7224892561753098,0.6832593706794796,0.37838414634146345,0.002506265664160401,3750
0.846,0.8246423494222006,0.8219365624539565,0.8199485999311719,0.1804471544715447,0.002506265664160401,3800
0.716,0.7959465213265409,0.6879070786592918,0.6875649304668089,0.24916666666666665,0.002506265664160401,3850
0.834,0.8238185070369747,0.8097404358854895,0.8109566682497551,0.190389566395664,0.002506265664160401,3900
0.806,0.8113861158074711,0.7772999729214203,0.7819201751704989,0.18118563685636863,0.002506265664160401,3950
0.86,0.8381707247385378,0.8368587540136694,0.8373746414597513,0.18994918699186994,0.002506265664160401,4000
0.861,0.8375961734016059,0.8366305977330981,0.8370030060407956,0.18111111111111117,0.002506265664160401,4050
0.857,0.8388522890597558,0.8329633616198301,0.8352644431023464,0.19696815718157185,0.002506265664160401,4100
0.841,0.8302792201921914,0.8118852804026744,0.8151389605769939,0.1686077235772358,0.002506265664160401,4150
0.882,0.8722126651232294,0.8567062478513015,0.8583499553872732,0.14768970189701897,0.002506265664160401,4200
0.871,0.8510225725096069,0.8453724598898539,0.8454565750781688,0.15525406504065042,0.002506265664160401,4250
0.873,0.8560497793591706,0.847568495532698,0.8493071396303588,0.14948848238482387,0.002506265664160401,4300
0.875,0.8571868738732619,0.8519333800571571,0.8537689625201225,0.16717818428184286,0.002506265664160401,4350
0.598,0.8458443925952567,0.5730242764776078,0.5094038258914877,0.27245257452574523,0.002506265664160401,4400
0.837,0.8265701025234604,0.8141115942779245,0.8181730803903366,0.19832994579945795,0.002506265664160401,4450
0.851,0.8335104443629918,0.8265651551775173,0.82917309533253,0.17726964769647702,0.002506265664160401,4500
0.871,0.8497452253768893,0.8466868806936365,0.846571957209141,0.16598915989159896,0.002506265664160401,4550
0.851,0.836540318648235,0.8262862623994011,0.8299091634264929,0.18005420054200547,0.002506265664160401,4600
0.833,0.8259787005760236,0.8094250865784488,0.8137790789839274,0.21690379403794033,0.002506265664160401,4650
0.844,0.8362682891850628,0.8234273789660496,0.8263539422979154,0.2164363143631436,0.002506265664160401,4700
0.84,0.8287888707037643,0.8200416054412016,0.817131882467238,0.24340785907859078,0.002506265664160401,4750
0.839,0.837353681590359,0.8062625308118397,0.8068263287482018,0.16859756097560974,0.002506265664160401,4800
0.841,0.8218248121367621,0.8144091029158587,0.817151245464251,0.1825846883468835,0.002506265664160401,4850
0.582,0.6228631828927187,0.5250533109536837,0.45176824418996153,0.24024390243902438,0.002004008016032064,4900
0.863,0.8422578135939442,0.8365661314665042,0.8378209839826658,0.15999322493224932,0.002506265664160401,4950
0.862,0.8393910805955386,0.8379016231219213,0.8384308382400787,0.1815243902439025,0.002506265664160401,5000
0.856,0.8331068652318052,0.8334321980240601,0.8321653476020666,0.2034857723577236,0.002506265664160401,5001
