Accuracy,Precision,Recall,F1-score,ROC AUC,Jaccard Similarity Coefficient,epoch
0.842,0.8348688500928123,0.8121933357491674,0.8020667514157515,0.1393462059620596,0.002506265664160401,50
0.861,0.8836733341075954,0.8249508377767425,0.8155538098822414,0.11009146341463415,0.002506265664160401,100
0.781,0.7574977971001351,0.7594896032855344,0.7367271915915591,0.16108062330623305,0.002506265664160401,150
0.857,0.8500589999470417,0.8332402487247185,0.832119109257729,0.17133130081300812,0.002506265664160401,200
0.785,0.7817523247512635,0.7663050833396384,0.7515642145253298,0.2823001355013551,0.002506265664160401,250
0.853,0.8366449863756913,0.8220146961026756,0.8170144531918504,0.13791327913279133,0.002506265664160401,300
0.809,0.8252646842428444,0.7821766060982555,0.7808192160600559,0.16508130081300815,0.002506265664160401,350
0.823,0.8206648164344825,0.8086322138198982,0.8090752877017421,0.17010840108401087,0.002506265664160401,400
0.369,0.2787355982234795,0.3991377523186034,0.28202459797882945,0.4525813008130081,0.0015022533800701052,450
0.835,0.8278044446184334,0.8080170216748102,0.8043404409990167,0.14607046070460705,0.002506265664160401,500
0.831,0.8695989663992764,0.8089531766226905,0.8069047481071994,0.1249153116531165,0.002506265664160401,550
0.754,0.7705193700905122,0.7512103268942063,0.7523664472539423,0.19677845528455284,0.002506265664160401,600
0.742,0.7765159402833139,0.7424208382944212,0.7438823057528311,0.20106029810298107,0.002506265664160401,650
0.797,0.8418746252679391,0.7802788522929849,0.7829400527777947,0.1672560975609756,0.002506265664160401,700
0.833,0.8389921046660753,0.8080851389038219,0.8095184112399878,0.15804878048780488,0.002506265664160401,750
0.843,0.8322918480753035,0.8156272713154216,0.8147857108025262,0.15858062330623307,0.002506265664160401,800
0.838,0.8067387921895351,0.8107599848944002,0.8066085621714777,0.20083672086720866,0.002506265664160401,850
0.841,0.8429210918673291,0.8135840623975428,0.8134012158422866,0.1620121951219512,0.002506265664160401,900
0.782,0.7945665797785614,0.7722146966336282,0.7701826894038383,0.16651761517615177,0.002506265664160401,950
0.859,0.8519051883265005,0.8317539260622038,0.8298123390157366,0.14000338753387534,0.002506265664160401,1000
0.862,0.8430666326229591,0.8350444911682681,0.8354816400504823,0.1746205962059621,0.002506265664160401,1050
0.854,0.830539656466508,0.8273049930777061,0.827642692550166,0.17770325203252035,0.002506265664160401,1100
0.871,0.8567129517214859,0.8422906938620558,0.8411661218535093,0.13852981029810296,0.002506265664160401,1150
0.87,0.863359824914148,0.8397198628018632,0.837256898146957,0.12779132791327913,0.002506265664160401,1200
0.871,0.8675965269751684,0.8414124671639037,0.840377248940352,0.1337940379403794,0.002506265664160401,1250
0.852,0.8405184520404942,0.8258437081460066,0.8288868474393059,0.18948509485094853,0.002506265664160401,1300
0.843,0.8911939641283464,0.8052443456872715,0.799431135199702,0.13748306233062335,0.002506265664160401,1350
0.677,0.627525005651876,0.6265854076985464,0.5803430008476884,0.10885162601626018,0.002004008016032064,1400
0.856,0.8369771846220834,0.8359381891598074,0.8361812473846515,0.20991869918699185,0.002506265664160401,1450
0.855,0.8293121104271195,0.8322942446071814,0.8299623983755785,0.20184959349593498,0.002506265664160401,1500
0.883,0.889147406436701,0.8536442126836599,0.8516428668997691,0.11730013550135499,0.002506265664160401,1550
