Accuracy,Precision,Recall,F1-score,ROC AUC,Jaccard Similarity Coefficient,epoch
0.878,0.8775221281548887,0.8501336221715162,0.8493469288005183,0.13542005420054198,0.002506265664160401,1600
0.877,0.8638856645545723,0.8529545225873848,0.8542310618995466,0.16511517615176152,0.002506265664160401,1650
0.857,0.8344007180956613,0.832835702045362,0.8333197969033161,0.20542005420054202,0.002506265664160401,1700
0.871,0.8782850255726679,0.8389225360151746,0.8354620952845508,0.1202032520325203,0.002506265664160401,1750
0.868,0.8531319318897317,0.8423086301026197,0.8437434760240754,0.16760162601626016,0.002506265664160401,1800
0.86,0.8354035139926138,0.8344810250835255,0.8340223297419055,0.17400406504065044,0.002506265664160401,1850
0.818,0.8198429453465244,0.7958205413592119,0.8019742860659285,0.2300779132791328,0.002506265664160401,1900
0.811,0.8121380507085704,0.789914974587284,0.7957087344379292,0.24429539295392955,0.002506265664160401,1950
0.864,0.8441180044692281,0.8409804795297884,0.8423283214777412,0.19515921409214096,0.002506265664160401,2000
0.825,0.8078358026178571,0.8002486191915452,0.8023067273238764,0.2114532520325203,0.002506265664160401,2050
0.865,0.8492453324469269,0.8379509287023653,0.8381241647081079,0.15667344173441736,0.002506265664160401,2100
0.872,0.8610018771104805,0.8450908632359168,0.8449670820248059,0.14551151761517617,0.002506265664160401,2150
0.858,0.8636249784864759,0.8270787701280791,0.8254032868187677,0.13951558265582653,0.002506265664160401,2200
0.85,0.8322701456948021,0.8275812490127601,0.829226804820564,0.20476287262872625,0.002506265664160401,2250
0.844,0.8310062911292935,0.8157682591260785,0.8186440668661772,0.18410907859078593,0.002506265664160401,2300
0.82,0.8183475426874706,0.796590772310294,0.8030633128111602,0.22832655826558262,0.002506265664160401,2350
0.848,0.8288518840489039,0.8248621852944729,0.826363651679898,0.21486788617886177,0.002506265664160401,2400
0.859,0.8450629372385702,0.8335326708372989,0.8356944149500954,0.1766158536585366,0.002506265664160401,2450
0.874,0.8600339756612378,0.8464178317756513,0.8462855369163661,0.14627032520325203,0.002506265664160401,2500
0.85,0.8268920216265843,0.8238800067165496,0.8244789248315654,0.18080623306233068,0.002506265664160401,2550
0.872,0.8614342099471589,0.8452808307548951,0.8462629842301205,0.15513550135501356,0.002506265664160401,2600
0.858,0.8427607113891555,0.8328999194279516,0.833993189519803,0.1737737127371274,0.002506265664160401,2650
0.853,0.8357089307877985,0.8327336688953398,0.8336739423129724,0.2061144986449864,0.002506265664160401,2700
0.871,0.8697836297886701,0.8422604395225145,0.840371726244371,0.13568428184281842,0.002506265664160401,2750
0.826,0.8184710372263986,0.8028192684004922,0.8044835019939475,0.2162364498644986,0.002506265664160401,2800
0.865,0.8527470157107775,0.8390013924230418,0.8388639997737191,0.16207317073170732,0.002506265664160401,2850
0.853,0.8311519396332411,0.8265960459964188,0.823571634059863,0.16120596205962062,0.002506265664160401,2900
0.884,0.8702920395154881,0.85950357463799,0.8598347952678977,0.15255420054200544,0.002506265664160401,2950
0.839,0.8283714224503639,0.8121359623448458,0.8126431503862991,0.18650406504065042,0.002506265664160401,3000
0.849,0.8351441141665585,0.8250509276404603,0.8263113028246846,0.18741531165311656,0.002506265664160401,3050
0.724,0.7274754184264193,0.692835567979845,0.682157777885155,0.25395325203252034,0.002506265664160401,3100
0.871,0.8533813038398705,0.8483390901862714,0.8498451754156203,0.18646341463414637,0.002506265664160401,3150
0.876,0.8661130976582108,0.8499754786205322,0.8511989196152181,0.150420054200542,0.002506265664160401,3200
0.859,0.8572833550225687,0.8314195593624853,0.8315571264150432,0.16665989159891598,0.002506265664160401,3250
0.871,0.8658795747082502,0.8451686955690683,0.8436455267895553,0.14305216802168022,0.002506265664160401,3300
0.849,0.8354499932104813,0.8286470552708323,0.8300250340004643,0.21418699186991866,0.002506265664160401,3350
0.875,0.8663440518574165,0.8477546202826526,0.8484418362143655,0.14492886178861789,0.002506265664160401,3400
0.854,0.8362570266363798,0.8333073571439001,0.8338328354433205,0.20285230352303518,0.002506265664160401,3450
0.856,0.8426904677892194,0.8342259116786994,0.837320689525886,0.2111280487804878,0.002506265664160401,3500
0.874,0.8559407376681831,0.8505273971511741,0.8517953469778377,0.16687330623306235,0.002506265664160401,3550
0.878,0.868539613648515,0.8551999308434313,0.8577082664549465,0.17917344173441735,0.002506265664160401,3600
0.88,0.8627733167871134,0.8566507832213688,0.8567595915375019,0.16230352303523038,0.002506265664160401,3650
0.863,0.8576268033460621,0.8368758241378991,0.8349147045301427,0.14640921409214092,0.002506265664160401,3700
0.882,0.868175821263713,0.857393554634353,0.8582146952528392,0.1542140921409214,0.002506265664160401,3750
0.883,0.8791568044273834,0.8571506922957459,0.8592890539337521,0.15702235772357723,0.002506265664160401,3800
0.87,0.8611164811441704,0.8440090972081189,0.8468968434850025,0.17204945799457996,0.002506265664160401,3850
0.862,0.8460207031984442,0.8396851338597727,0.8420420829534949,0.20256097560975614,0.002506265664160401,3900
0.862,0.8509014544614251,0.8350850201031907,0.8385913771106438,0.18396341463414637,0.002506265664160401,3950
0.339,0.18603599299251472,0.33936170212765954,0.2189469017653017,0.43868563685636863,0.001001001001001001,4000
0.864,0.8429496909573777,0.8420772721782195,0.8422459783966287,0.20812330623306233,0.002506265664160401,4050
0.876,0.8732573894428237,0.8486456004608668,0.8492979454677961,0.15036246612466123,0.002506265664160401,4100
0.871,0.8564540810833396,0.8451713324121307,0.8468544075279141,0.1675067750677507,0.002506265664160401,4150
0.866,0.8418956329869918,0.8415998648725781,0.8413890299506738,0.1817005420054201,0.002506265664160401,4200
0.879,0.8626038903604936,0.8554592938596665,0.8556238762822215,0.16194444444444447,0.002506265664160401,4250
0.879,0.8746843484142139,0.8533905540887992,0.856361249259141,0.1625948509485095,0.002506265664160401,4300
0.871,0.8713705369510638,0.8436931545616124,0.8471818213491413,0.17153116531165313,0.002506265664160401,4350
0.878,0.882827397996959,0.8482227724217941,0.8456889856687321,0.11535230352303522,0.002506265664160401,4400
0.884,0.8700401230373146,0.8614485646361715,0.8634941557488709,0.17175474254742548,0.002506265664160401,4450
0.886,0.8833698659847353,0.8593948275930726,0.858551170584786,0.12091463414634145,0.002506265664160401,4500
0.884,0.8880661743689547,0.8571837892224596,0.8590403091017492,0.1418021680216802,0.002506265664160401,4550
0.874,0.8708422486659041,0.8481414178822162,0.8483865500127579,0.14503726287262875,0.002506265664160401,4600
0.87,0.8540615936704293,0.8457678283908289,0.8473258819937548,0.17417005420054205,0.002506265664160401,4650
0.869,0.8669417942761518,0.8395844745494536,0.8382993505610662,0.13561653116531164,0.002506265664160401,4700
0.885,0.8861825390767212,0.8566151403772153,0.8555895826514208,0.12352642276422762,0.002506265664160401,4750
0.878,0.8954682185914258,0.846886438542907,0.8458635515023614,0.12569783197831974,0.002506265664160401,4800
0.891,0.8841709615829647,0.8670011196461733,0.8691191838369374,0.15280149051490516,0.002506265664160401,4850
0.882,0.8698926049272281,0.8574349018998809,0.8598734080963133,0.15423102981029813,0.002506265664160401,4900
0.887,0.8761937489220738,0.862028918993898,0.8622781905641801,0.13947154471544715,0.002506265664160401,4950
0.876,0.876530767555022,0.8490814978967641,0.8521038484029339,0.16240853658536586,0.002506265664160401,5000
0.869,0.8512654815524346,0.8458754365425433,0.8480143579123887,0.17662601626016264,0.002506265664160401,5001
