Accuracy,Precision,Recall,F1-score,ROC AUC,Jaccard Similarity Coefficient,epoch
0.845,0.8219653282963393,0.8165298760358551,0.8157871998227308,0.1801490514905149,0.002506265664160401,1450
0.728,0.7431880314091606,0.7061452553417145,0.6939131264419329,0.25954945799457996,0.002506265664160401,1500
0.855,0.8594588173261218,0.8223983305524694,0.8195283065681525,0.13744579945799457,0.002506265664160401,1550
0.819,0.797122073208061,0.7933618594223502,0.7886808309911426,0.17093157181571814,0.002506265664160401,1600
0.846,0.8321762464116441,0.8201507301261145,0.8185701454572195,0.15486449864498644,0.002506265664160401,1650
0.844,0.840284817510901,0.8181252709517193,0.8160374654355526,0.15252371273712736,0.002506265664160401,1700
0.774,0.8078956866361547,0.7658266446586838,0.7583194499668348,0.12714092140921407,0.002506265664160401,1750
0.858,0.8592072467227176,0.8263584573439365,0.8249236765130463,0.15064701897018967,0.002506265664160401,1800
0.868,0.8510362197152629,0.8405656098056316,0.8389156487290783,0.15197154471544716,0.002506265664160401,1850
0.863,0.8710152508931023,0.8319421805955429,0.8276599147406184,0.12731368563685636,0.002506265664160401,1900
0.856,0.8509742125354423,0.8261344405021218,0.8269789756223064,0.16404132791327913,0.002506265664160401,1950
0.861,0.8765092996885457,0.8324813356907625,0.825469596995941,0.10819105691056907,0.002506265664160401,2000
0.861,0.8502863071393894,0.8315944810138008,0.8308932856197482,0.14665650406504063,0.002506265664160401,2050
0.568,0.5301179913300803,0.6047259501727587,0.514086179663577,0.14613821138211383,0.002004008016032064,2100
0.856,0.8509218767260391,0.8288843950393104,0.8308603115714928,0.17519308943089432,0.002506265664160401,2150
0.799,0.7906944240596461,0.7716711790995842,0.7706356456622179,0.20804200542005424,0.002506265664160401,2200
0.853,0.8446724255884608,0.8224516561073478,0.8208983880023133,0.16176151761517615,0.002506265664160401,2250
0.841,0.8317204915219214,0.812956499058223,0.8135644870286847,0.17410569105691057,0.002506265664160401,2300
0.804,0.8015049751745631,0.7786902449416815,0.7809428221552904,0.23360094850948507,0.002506265664160401,2350
0.81,0.7943166392584081,0.7797248876039837,0.7754063435628876,0.1849288617886179,0.002506265664160401,2400
0.853,0.841479419112237,0.8262091574712324,0.8275803390531046,0.17388888888888893,0.002506265664160401,2450
0.855,0.8548661810341672,0.8249021686756584,0.8248791124223913,0.16404471544715446,0.002506265664160401,2500
0.832,0.8192107073374096,0.8058715506336256,0.8050352992126324,0.1914769647696477,0.002506265664160401,2550
0.864,0.8569128618804636,0.8355606759291337,0.8363776347813549,0.15575542005420054,0.002506265664160401,2600
0.799,0.7984237839521011,0.7715961608149059,0.7696010814183223,0.22059281842818432,0.002506265664160401,2650
0.841,0.8329557533008785,0.8101004104263151,0.809568709280651,0.169579945799458,0.002506265664160401,2700
0.827,0.817611527760022,0.7998526619969389,0.8030497509561989,0.1928827913279133,0.002506265664160401,2750
0.856,0.8462205626380962,0.8279327674706616,0.8279049884442603,0.16483739837398376,0.002506265664160401,2800
0.859,0.8528401470786455,0.8287492171768456,0.8247479101318668,0.14592818428184282,0.002506265664160401,2850
0.809,0.8020676889294813,0.7819599303390264,0.7806352917677338,0.20932588075880765,0.002506265664160401,2900
0.841,0.8361168101738115,0.8133103576894538,0.8157582427392309,0.18839430894308945,0.002506265664160401,2950
0.823,0.8106640157050965,0.7959583846034383,0.7969830047949052,0.19915989159891603,0.002506265664160401,3000
0.861,0.8472368832452665,0.831904920337208,0.830287010208381,0.14483739837398374,0.002506265664160401,3050
0.858,0.8580137604331153,0.8267104304299521,0.8253194776494365,0.1438143631436314,0.002506265664160401,3100
0.855,0.8462773008552779,0.8252502558527564,0.8239878049064242,0.15405826558265584,0.002506265664160401,3150
0.823,0.8138669994026454,0.7962299794388629,0.7961553345901596,0.19849593495934964,0.002506265664160401,3200
0.828,0.81743739234406,0.8014193775112396,0.8020972635049572,0.20004403794037945,0.002506265664160401,3250
0.872,0.8792199663615271,0.8421947002972008,0.8413679445440305,0.13421747967479672,0.002506265664160401,3300
0.87,0.8596420777641317,0.8420678590533383,0.8407475418397963,0.14335704607046068,0.002506265664160401,3350
0.785,0.7906749064771672,0.7585146675639765,0.7562506041804686,0.23449186991869916,0.002506265664160401,3400
0.792,0.8571840769083477,0.7435389208124106,0.7210321540023671,0.1728218157181572,0.002506265664160401,3450
0.85,0.8364915846946832,0.8237182500335164,0.8235708866099944,0.16953590785907863,0.002506265664160401,3500
0.859,0.8452962985614377,0.8328440910955276,0.8347557991619883,0.17225948509485098,0.002506265664160401,3550
0.801,0.8153682499589223,0.7662610567548447,0.7642355008044508,0.23661246612466125,0.002506265664160401,3600
0.854,0.8386995993781893,0.8259874569098828,0.8257587472788037,0.15675813008130085,0.002506265664160401,3650
0.839,0.8269754502622091,0.8093146311937274,0.8090312107341969,0.16863143631436317,0.002506265664160401,3700
0.836,0.8211258933431905,0.8095173953326616,0.808090443630942,0.17670731707317075,0.002506265664160401,3750
0.846,0.8354419279790791,0.8170860441779062,0.8185511948795204,0.17539634146341465,0.002506265664160401,3800
0.82,0.816522572564607,0.7919110123539383,0.79126026496875,0.2005758807588076,0.002506265664160401,3850
0.829,0.8173638978103901,0.8006220507245512,0.7999252615157723,0.1848644986449865,0.002506265664160401,3900
0.83,0.8265460862017806,0.8016060478149312,0.8047956021424566,0.19460027100271005,0.002506265664160401,3950
0.865,0.8541387451079527,0.8371562148658749,0.8374222353341582,0.14575880758807588,0.002506265664160401,4000
0.859,0.84031146558355,0.8328032654908724,0.8331834458187759,0.16697493224932253,0.002506265664160401,4050
0.757,0.7894333393324179,0.7343235511964352,0.7376548777734272,0.2767242547425474,0.002506265664160401,4100
0.876,0.8665736698520181,0.8500321491764262,0.8502606711902985,0.1490210027100271,0.002506265664160401,4150
0.851,0.8324015999783507,0.8248882139154696,0.8250735131253035,0.17059620596205965,0.002506265664160401,4200
0.818,0.8072952521732635,0.7898349076076208,0.7870374711052677,0.1856368563685637,0.002506265664160401,4250
0.858,0.855174692564073,0.8266624217010922,0.8269763980460482,0.15210365853658536,0.002506265664160401,4300
0.835,0.8137585395534664,0.8063475223763312,0.8025694118613315,0.1620088075880759,0.002506265664160401,4350
0.846,0.8345184844468184,0.8180307613992192,0.8192671976708397,0.16498644986449865,0.002506265664160401,4400
0.84,0.8334510420222248,0.8137478917865624,0.8168163818973172,0.1949728997289973,0.002506265664160401,4450
0.762,0.7656636605130016,0.73883852073967,0.7362264360087435,0.29243563685636853,0.002506265664160401,4500
0.814,0.8030802607869321,0.7900775681842618,0.7816469893338355,0.16972222222222225,0.002506265664160401,4550
0.838,0.8242693846275776,0.8133897357581936,0.8139340437998046,0.18894986449864504,0.002506265664160401,4600
0.808,0.8062894656230251,0.7824482009336802,0.7829987858830207,0.2128590785907859,0.002506265664160401,4650
0.812,0.8036141101143285,0.7826920634541384,0.7837546118476137,0.19452235772357726,0.002506265664160401,4700
0.837,0.8273678505011297,0.8107046111900903,0.8122679058145795,0.18767615176151764,0.002506265664160401,4750
0.808,0.8081892933837077,0.7792112487605577,0.7809925316159194,0.20563008130081303,0.002506265664160401,4800
0.817,0.8257335837218355,0.8004039679410855,0.8034077358179829,0.2675609756097561,0.002506265664160401,4850
0.8,0.7980340667326206,0.7753860078076572,0.7742473010679335,0.22692073170731702,0.002506265664160401,4900
0.8,0.7987905658282913,0.7734633855126944,0.770996324555479,0.22168021680216804,0.002506265664160401,4950
0.812,0.811405997543095,0.7869236510155131,0.7894003188744354,0.21849254742547425,0.002506265664160401,5000
0.823,0.8168120103570876,0.7968416361037111,0.7986441102791643,0.1954437669376694,0.002506265664160401,5001
