Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MSL,ASW,LWK,ESN,GWD,ACB,YRI,synthetic_percentage,samples_and_percentage,model_name,accuracy,f1_score
0.0,0.0,0.0,0.3333,0.1403,0.3809,0.3516,0.3513,0.2154,0.1558,0.0,"0
0%",KNN,0.2857142857142857,0.2755521522438816
1.0,1.0,1.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
2.0,2.0,3.0,0.2716,0.1429,0.3855,0.3656,0.3467,0.2388,0.2078,0.1,"105
10%",KNN,0.2894736842105263,0.2798372131801481
3.0,3.0,4.0,0.1111,0.1026,0.5275,0.3871,0.404,0.3243,0.2832,0.1,"105
10%",SVC,0.3345864661654135,0.3056850120591403
4.0,4.0,6.0,0.2927,0.1695,0.5217,0.3441,0.3333,0.2812,0.1429,0.2,"211
20%",KNN,0.3120300751879699,0.297920011483376
5.0,5.0,7.0,0.1754,0.0526,0.5,0.3793,0.383,0.2817,0.2542,0.2,"211
20%",SVC,0.3157894736842105,0.2894695246644431
6.0,6.0,9.0,0.2278,0.1224,0.4565,0.3917,0.3662,0.1967,0.1687,0.3,"316
30%",KNN,0.2932330827067669,0.2757377986681234
7.0,7.0,10.0,0.1818,0.05,0.5435,0.4375,0.4301,0.3377,0.2883,0.3,"316
30%",SVC,0.3533834586466165,0.324122085074299
8.0,8.0,12.0,0.2535,0.1923,0.4681,0.375,0.35,0.1765,0.1408,0.4,"422
40%",KNN,0.2969924812030075,0.2794613691584376
9.0,9.0,13.0,0.2069,0.0526,0.4842,0.3692,0.4419,0.2963,0.2752,0.4,"422
40%",SVC,0.3308270676691729,0.3037650779184008
10.0,10.0,15.0,0.2192,0.2182,0.4421,0.4176,0.282,0.2222,0.2078,0.5,"528
50%",KNN,0.3007518796992481,0.2870161847399462
11.0,11.0,16.0,0.2034,0.0526,0.5417,0.3881,0.4494,0.35,0.2718,0.5,"528
50%",SVC,0.3533834586466165,0.3224329485794875
12.0,12.0,18.0,0.2424,0.2545,0.5,0.375,0.32,0.1765,0.1389,0.6,"633
60%",KNN,0.3045112781954887,0.28676131058484
13.0,13.0,19.0,0.1695,0.0,0.5252,0.3871,0.4545,0.3457,0.25,0.6,"633
60%",SVC,0.3383458646616541,0.304580755965848
14.0,14.0,21.0,0.2609,0.2593,0.5053,0.4078,0.3684,0.2154,0.1429,0.7,"739
70%",KNN,0.3270676691729323,0.3085459690765695
15.0,15.0,22.0,0.1786,0.05,0.5155,0.3881,0.439,0.3373,0.2804,0.7,"739
70%",SVC,0.3421052631578947,0.3126918095999577
16.0,16.0,24.0,0.1944,0.2963,0.5161,0.404,0.4156,0.1613,0.24,0.8,"844
80%",KNN,0.3345864661654135,0.3182549878863243
17.0,17.0,25.0,0.2034,0.0,0.5714,0.4375,0.4762,0.3373,0.3048,0.8,"844
80%",SVC,0.3684210526315789,0.3329457400685412
18.0,18.0,27.0,0.2703,0.2593,0.505,0.3958,0.3896,0.2,0.1389,0.9,"950
90%",KNN,0.3270676691729323,0.3084160923446638
19.0,19.0,28.0,0.1967,0.0488,0.5346,0.4062,0.439,0.3373,0.28,0.9,"950
90%",SVC,0.3496240601503759,0.3203970074944409
20.0,20.0,30.0,0.2571,0.2264,0.5102,0.4,0.4197,0.1786,0.1622,1.0,"1056
100%",KNN,0.3308270676691729,0.3077498157526395
21.0,21.0,31.0,0.2,0.0476,0.5631,0.3939,0.4691,0.2963,0.303,1.0,"1056
100%",SVC,0.3571428571428571,0.324732519924383
22.0,22.0,33.0,0.3333,0.1403,0.3809,0.3516,0.3562,0.2121,0.1558,0.0,"0
0%",KNN,0.2857142857142857,0.2757735278077229
23.0,23.0,34.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
24.0,24.0,36.0,0.3457,0.1852,0.4,0.3696,0.3562,0.169,0.1972,0.1,"105
10%",KNN,0.3007518796992481,0.2889701402260577
25.0,25.0,37.0,0.1403,0.0,0.5591,0.3284,0.4356,0.3188,0.2752,0.1,"105
10%",SVC,0.3345864661654135,0.2939374818513127
26.0,26.0,39.0,0.2597,0.1818,0.4632,0.3617,0.3377,0.2388,0.1492,0.2,"211
20%",KNN,0.3007518796992481,0.2845915004442476
27.0,27.0,40.0,0.1111,0.1026,0.4889,0.3809,0.44,0.3158,0.2364,0.2,"211
20%",SVC,0.3233082706766917,0.2965242276520472
28.0,28.0,42.0,0.3132,0.1538,0.4565,0.3762,0.4225,0.2069,0.08,0.3,"316
30%",KNN,0.3045112781954887,0.2870414702541287
29.0,29.0,43.0,0.1786,0.0,0.4842,0.3934,0.4348,0.3038,0.2857,0.3,"316
30%",SVC,0.3308270676691729,0.2972169915146294
30.0,30.0,45.0,0.2895,0.2143,0.5055,0.4158,0.4,0.3333,0.137,0.4,"422
40%",KNN,0.3421052631578947,0.3279164461217655
31.0,31.0,46.0,0.1509,0.0,0.4948,0.3939,0.4318,0.2683,0.2936,0.4,"422
40%",SVC,0.3270676691729323,0.2904881424838484
32.0,32.0,48.0,0.1867,0.2353,0.5053,0.382,0.425,0.2154,0.1039,0.5,"528
50%",KNN,0.3082706766917293,0.293361019057042
33.0,33.0,49.0,0.1724,0.0,0.52,0.3809,0.4,0.3373,0.233,0.5,"528
50%",SVC,0.3233082706766917,0.2919607543405793
34.0,34.0,51.0,0.2162,0.2143,0.5,0.3595,0.3836,0.1791,0.137,0.6,"633
60%",KNN,0.3007518796992481,0.2842435593024433
35.0,35.0,52.0,0.2034,0.0952,0.5567,0.3939,0.4545,0.3038,0.297,0.6,"633
60%",SVC,0.3571428571428571,0.3292344252119972
36.0,36.0,54.0,0.1842,0.3077,0.5454,0.4138,0.3896,0.1639,0.25,0.7,"739
70%",KNN,0.3383458646616541,0.3220993283929738
37.0,37.0,55.0,0.2,0.05,0.5346,0.3823,0.425,0.3132,0.26,0.7,"739
70%",SVC,0.3383458646616541,0.3093227740815997
38.0,38.0,57.0,0.1918,0.2264,0.5,0.375,0.4051,0.1613,0.1159,0.8,"844
80%",KNN,0.3045112781954887,0.2822130798518319
39.0,39.0,58.0,0.2034,0.0,0.5252,0.4062,0.4359,0.3371,0.25,0.8,"844
80%",SVC,0.3383458646616541,0.3082669204776898
40.0,40.0,60.0,0.2286,0.2308,0.56,0.433,0.3636,0.1875,0.1944,0.9,"950
90%",KNN,0.3383458646616541,0.3139873083061596
41.0,41.0,61.0,0.2034,0.0,0.5545,0.4127,0.4578,0.3171,0.2913,0.9,"950
90%",SVC,0.3533834586466165,0.3195300458152405
42.0,42.0,63.0,0.2571,0.2264,0.5252,0.4,0.4359,0.2034,0.1644,1.0,"1056
100%",KNN,0.3383458646616541,0.3160687578263929
43.0,43.0,64.0,0.2034,0.0476,0.5631,0.3939,0.481,0.3171,0.297,1.0,"1056
100%",SVC,0.3609022556390977,0.3290243714447533
44.0,44.0,66.0,0.3333,0.1403,0.4,0.3516,0.3513,0.2187,0.1558,0.0,"0
0%",KNN,0.2894736842105263,0.2787540099100249
45.0,45.0,67.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
46.0,46.0,69.0,0.3571,0.2034,0.4444,0.3488,0.3836,0.2222,0.2078,0.1,"105
10%",KNN,0.3195488721804511,0.3096272021783068
47.0,47.0,70.0,0.1455,0.0526,0.5494,0.3333,0.44,0.3333,0.2759,0.1,"105
10%",SVC,0.3383458646616541,0.3042950584978067
48.0,48.0,72.0,0.3117,0.1154,0.4,0.3529,0.2895,0.1818,0.16,0.2,"211
20%",KNN,0.2706766917293233,0.2587579956531748
49.0,49.0,73.0,0.1091,0.0526,0.5625,0.3692,0.4375,0.3099,0.2883,0.2,"211
20%",SVC,0.3421052631578947,0.3041572429267018
50.0,50.0,75.0,0.2368,0.1633,0.5306,0.3478,0.3143,0.2059,0.1519,0.3,"316
30%",KNN,0.2969924812030075,0.2786589349491705
51.0,51.0,76.0,0.1111,0.0,0.5208,0.3809,0.3908,0.275,0.2609,0.3,"316
30%",SVC,0.3120300751879699,0.277081569759338
52.0,52.0,78.0,0.321,0.2182,0.5714,0.4375,0.3158,0.2414,0.1176,0.4,"422
40%",KNN,0.3421052631578947,0.3175591266834207
53.0,53.0,79.0,0.1429,0.0,0.5474,0.4118,0.4731,0.3377,0.283,0.4,"422
40%",SVC,0.3533834586466165,0.3136842507069837
54.0,54.0,81.0,0.2703,0.2,0.4842,0.449,0.3421,0.2222,0.2368,0.5,"528
50%",KNN,0.3345864661654135,0.3149471398665813
55.0,55.0,82.0,0.1403,0.0,0.5208,0.4,0.4598,0.3171,0.2593,0.5,"528
50%",SVC,0.3345864661654135,0.2996123936371159
56.0,56.0,84.0,0.1818,0.2308,0.5208,0.3404,0.3421,0.1613,0.2133,0.6,"633
60%",KNN,0.3007518796992481,0.2843678852725018
57.0,57.0,85.0,0.1724,0.0526,0.5474,0.4058,0.4368,0.3373,0.2745,0.6,"633
60%",SVC,0.3496240601503759,0.318121672180008
58.0,58.0,87.0,0.1944,0.2182,0.5,0.383,0.4416,0.2333,0.2162,0.7,"739
70%",KNN,0.3308270676691729,0.3123875681626442
59.0,59.0,88.0,0.2034,0.0488,0.5252,0.3809,0.4197,0.3132,0.2641,0.7,"739
70%",SVC,0.3345864661654135,0.3079331809117758
60.0,60.0,90.0,0.2778,0.2593,0.5454,0.4,0.4737,0.2623,0.1867,0.8,"844
80%",KNN,0.3609022556390977,0.3435910773788254
61.0,61.0,91.0,0.2034,0.0488,0.5454,0.3939,0.439,0.3373,0.2941,0.8,"844
80%",SVC,0.3533834586466165,0.3231508132286256
62.0,62.0,93.0,0.2535,0.2353,0.505,0.4086,0.4444,0.2581,0.1867,0.9,"950
90%",KNN,0.3458646616541353,0.3273776467479864
63.0,63.0,94.0,0.2,0.0476,0.5545,0.4062,0.4557,0.3171,0.2885,0.9,"950
90%",SVC,0.3533834586466165,0.3242222006983562
64.0,64.0,96.0,0.2571,0.2909,0.5306,0.404,0.425,0.2069,0.1667,1.0,"1056
100%",KNN,0.3458646616541353,0.3258954021973023
65.0,65.0,97.0,0.2034,0.0488,0.5631,0.4,0.475,0.3373,0.3168,1.0,"1056
100%",SVC,0.3684210526315789,0.3349225993126479
66.0,66.0,99.0,0.3333,0.1403,0.3809,0.3516,0.3513,0.2121,0.1579,0.0,"0
0%",KNN,0.2857142857142857,0.2753788919202453
67.0,67.0,100.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
68.0,68.0,102.0,0.3,0.1509,0.4419,0.3617,0.3235,0.1714,0.1975,0.1,"105
10%",KNN,0.2894736842105263,0.2781421194847252
69.0,69.0,103.0,0.1132,0.0,0.5275,0.4127,0.4444,0.3014,0.2586,0.1,"105
10%",SVC,0.3308270676691729,0.2939733549220095
70.0,70.0,105.0,0.25,0.0755,0.4545,0.3297,0.3284,0.1972,0.1219,0.2,"211
20%",KNN,0.2631578947368421,0.2510257156268515
71.0,71.0,106.0,0.1786,0.0,0.5208,0.4375,0.4615,0.2667,0.2832,0.2,"211
20%",SVC,0.3421052631578947,0.3068993901168363
72.0,72.0,108.0,0.2051,0.2143,0.5106,0.4167,0.3513,0.1667,0.1351,0.3,"316
30%",KNN,0.3045112781954887,0.2856960053008685
73.0,73.0,109.0,0.0755,0.0,0.5454,0.3692,0.413,0.3457,0.2476,0.3,"316
30%",SVC,0.3270676691729323,0.2852140787177312
74.0,74.0,111.0,0.2133,0.25,0.4632,0.4444,0.32,0.2295,0.0845,0.4,"422
40%",KNN,0.3045112781954887,0.2864215587842075
75.0,75.0,112.0,0.1724,0.0,0.5361,0.4179,0.4396,0.3171,0.303,0.4,"422
40%",SVC,0.3496240601503759,0.312295804059128
76.0,76.0,114.0,0.2564,0.1852,0.5,0.3917,0.3014,0.2187,0.0857,0.5,"528
50%",KNN,0.2969924812030075,0.2770260239490019
77.0,77.0,115.0,0.2,0.0,0.5376,0.3939,0.4222,0.3467,0.2883,0.5,"528
50%",SVC,0.3458646616541353,0.3126787113883888
78.0,78.0,117.0,0.2029,0.1887,0.4952,0.3913,0.421,0.2187,0.1644,0.6,"633
60%",KNN,0.3195488721804511,0.2974723474706602
79.0,79.0,118.0,0.2034,0.05,0.5208,0.4118,0.4545,0.3,0.2574,0.6,"633
60%",SVC,0.3421052631578947,0.3139941524062676
80.0,80.0,120.0,0.2432,0.2308,0.4948,0.4222,0.4368,0.2222,0.1739,0.7,"739
70%",KNN,0.3383458646616541,0.3177138474221891
81.0,81.0,121.0,0.1724,0.0976,0.5252,0.4127,0.4138,0.3457,0.2913,0.7,"739
70%",SVC,0.3496240601503759,0.322665708340061
82.0,82.0,123.0,0.2192,0.2041,0.5148,0.38,0.4416,0.2,0.1944,0.8,"844
80%",KNN,0.3308270676691729,0.307730583713749
83.0,83.0,124.0,0.2034,0.05,0.5346,0.4,0.4557,0.3218,0.2772,0.8,"844
80%",SVC,0.3496240601503759,0.3204009002312432
84.0,84.0,126.0,0.2,0.2692,0.5474,0.4242,0.4444,0.2581,0.137,0.9,"950
90%",KNN,0.3458646616541353,0.3257624109241664
85.0,85.0,127.0,0.2,0.0488,0.5545,0.4118,0.4557,0.321,0.2941,0.9,"950
90%",SVC,0.3571428571428571,0.3265431633061774
86.0,86.0,129.0,0.2817,0.2593,0.5306,0.4082,0.4197,0.2373,0.169,1.0,"1056
100%",KNN,0.3496240601503759,0.3293971738326324
87.0,87.0,130.0,0.2034,0.0476,0.549,0.4062,0.45,0.3171,0.3107,1.0,"1056
100%",SVC,0.3571428571428571,0.3262901811932646
88.0,88.0,132.0,0.3333,0.1403,0.4,0.3516,0.3562,0.2154,0.1558,0.0,"0
0%",KNN,0.2894736842105263,0.2789608167092975
89.0,89.0,133.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
90.0,90.0,135.0,0.3059,0.12,0.4138,0.383,0.2667,0.2121,0.1333,0.1,"105
10%",KNN,0.2781954887218045,0.26211077027356
91.0,91.0,136.0,0.1818,0.0,0.5217,0.3809,0.433,0.2933,0.2655,0.1,"105
10%",SVC,0.3308270676691729,0.2966170632748635
92.0,92.0,138.0,0.321,0.1509,0.4565,0.3516,0.3947,0.1587,0.1579,0.2,"211
20%",KNN,0.3007518796992481,0.2844946970005309
93.0,93.0,139.0,0.1455,0.1026,0.5417,0.3582,0.4086,0.3243,0.2778,0.2,"211
20%",SVC,0.3383458646616541,0.3083712175069903
94.0,94.0,141.0,0.2368,0.2041,0.495,0.4318,0.3784,0.1429,0.1622,0.3,"316
30%",KNN,0.3120300751879699,0.2930270154403684
95.0,95.0,142.0,0.1786,0.0526,0.52,0.4242,0.4396,0.3117,0.25,0.3,"316
30%",SVC,0.3421052631578947,0.3109563118585675
96.0,96.0,144.0,0.2703,0.2182,0.4583,0.3958,0.3415,0.1562,0.0923,0.4,"422
40%",KNN,0.2969924812030075,0.2760914088657991
97.0,97.0,145.0,0.1695,0.0526,0.5319,0.3934,0.4176,0.3291,0.2545,0.4,"422
40%",SVC,0.3345864661654135,0.3069603453024919
98.0,98.0,147.0,0.2192,0.2692,0.4681,0.383,0.3836,0.2388,0.1013,0.5,"528
50%",KNN,0.3045112781954887,0.2947294454256378
99.0,99.0,148.0,0.2034,0.0,0.5361,0.4062,0.4222,0.2892,0.3137,0.5,"528
50%",SVC,0.3458646616541353,0.3101180919513719
100.0,100.0,150.0,0.2973,0.25,0.5417,0.4038,0.3836,0.2258,0.0895,0.6,"633
60%",KNN,0.3345864661654135,0.3131043502949439
101.0,101.0,151.0,0.1754,0.0526,0.4792,0.4118,0.4598,0.3658,0.2308,0.6,"633
60%",SVC,0.3383458646616541,0.3107706503194229
102.0,102.0,153.0,0.2632,0.2143,0.4742,0.4255,0.4054,0.1613,0.1918,0.7,"739
70%",KNN,0.3233082706766917,0.3050969825633919
103.0,103.0,154.0,0.1667,0.05,0.52,0.4,0.4197,0.2963,0.2667,0.7,"739
70%",SVC,0.3308270676691729,0.3027689594356261
104.0,104.0,156.0,0.25,0.1887,0.5361,0.3789,0.3467,0.1905,0.1818,0.8,"844
80%",KNN,0.3157894736842105,0.2960957324131306
105.0,105.0,157.0,0.1967,0.0,0.5346,0.4127,0.4444,0.3218,0.297,0.8,"844
80%",SVC,0.3496240601503759,0.3153409167706956
106.0,106.0,159.0,0.2253,0.2353,0.5773,0.404,0.4416,0.2333,0.1818,0.9,"950
90%",KNN,0.3496240601503759,0.3283880255289059
107.0,107.0,160.0,0.2,0.0,0.549,0.4127,0.4444,0.3333,0.2745,0.9,"950
90%",SVC,0.3496240601503759,0.3162865146058423
108.0,108.0,162.0,0.2571,0.2593,0.5306,0.4082,0.425,0.2034,0.1644,1.0,"1056
100%",KNN,0.3421052631578947,0.321135859822644
109.0,109.0,163.0,0.2034,0.0476,0.5577,0.4,0.4615,0.3171,0.3137,1.0,"1056
100%",SVC,0.3609022556390977,0.3287197583265824
110.0,110.0,165.0,0.3333,0.1403,0.3809,0.3516,0.3513,0.2154,0.1558,0.0,"0
0%",KNN,0.2857142857142857,0.2755521522438816
111.0,111.0,166.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
112.0,112.0,168.0,0.2651,0.1923,0.4286,0.3505,0.2857,0.1515,0.15,0.1,"105
10%",KNN,0.2706766917293233,0.260526323284277
113.0,113.0,169.0,0.1132,0.0,0.5275,0.4,0.46,0.3288,0.2982,0.1,"105
10%",SVC,0.3458646616541353,0.3039561159950139
114.0,114.0,171.0,0.275,0.16,0.4667,0.3778,0.3611,0.2121,0.1905,0.2,"211
20%",KNN,0.3045112781954887,0.2918789940218512
115.0,115.0,172.0,0.1754,0.0,0.5053,0.4127,0.4444,0.2571,0.2909,0.2,"211
20%",SVC,0.3345864661654135,0.2979852227972528
116.0,116.0,174.0,0.2466,0.1786,0.4742,0.3059,0.4,0.169,0.0857,0.3,"316
30%",KNN,0.2819548872180451,0.2657120426176282
117.0,117.0,175.0,0.1852,0.0,0.5346,0.375,0.4255,0.3117,0.2667,0.3,"316
30%",SVC,0.3383458646616541,0.2998179348257593
118.0,118.0,177.0,0.2381,0.2,0.4222,0.38,0.411,0.2187,0.1408,0.4,"422
40%",KNN,0.3007518796992481,0.2872673478356549
119.0,119.0,178.0,0.1429,0.0541,0.5102,0.3934,0.4318,0.35,0.2857,0.4,"422
40%",SVC,0.3421052631578947,0.3097271955753053
120.0,120.0,180.0,0.2632,0.1923,0.4842,0.4,0.4,0.2154,0.1772,0.5,"528
50%",KNN,0.3195488721804511,0.304610845516908
121.0,121.0,181.0,0.1455,0.0526,0.5155,0.3437,0.4419,0.3614,0.3119,0.5,"528
50%",SVC,0.3458646616541353,0.3103618422401548
122.0,122.0,183.0,0.25,0.2692,0.451,0.3958,0.3611,0.1587,0.1333,0.6,"633
60%",KNN,0.3045112781954887,0.2884598711279383
123.0,123.0,184.0,0.1724,0.0,0.4948,0.375,0.4471,0.2892,0.2778,0.6,"633
60%",SVC,0.3270676691729323,0.293750340248772
124.0,124.0,186.0,0.2368,0.2,0.5918,0.433,0.3684,0.2154,0.1714,0.7,"739
70%",KNN,0.3421052631578947,0.3167003957319215
125.0,125.0,187.0,0.1429,0.0,0.5743,0.4308,0.4524,0.3333,0.2885,0.7,"739
70%",SVC,0.3571428571428571,0.3174370890778246
126.0,126.0,189.0,0.2632,0.2456,0.5252,0.4421,0.411,0.2069,0.1081,0.8,"844
80%",KNN,0.3345864661654135,0.3145847545966881
127.0,127.0,190.0,0.2,0.0,0.4848,0.3692,0.4691,0.3023,0.2745,0.8,"844
80%",SVC,0.3308270676691729,0.3000072059807582
128.0,128.0,192.0,0.2192,0.2593,0.5417,0.4444,0.4533,0.2623,0.1622,0.9,"950
90%",KNN,0.3533834586466165,0.3346198614321228
129.0,129.0,193.0,0.2,0.0,0.5545,0.4062,0.4938,0.3132,0.3107,0.9,"950
90%",SVC,0.3609022556390977,0.32549503281958
130.0,130.0,195.0,0.2609,0.2593,0.5306,0.404,0.4197,0.2105,0.1622,1.0,"1056
100%",KNN,0.3421052631578947,0.3210318625409147
131.0,131.0,196.0,0.2034,0.0476,0.5631,0.4,0.4557,0.2963,0.3107,1.0,"1056
100%",SVC,0.3571428571428571,0.3252553978174934
132.0,132.0,198.0,0.3333,0.1429,0.4186,0.3516,0.3562,0.2121,0.1579,0.0,"0
0%",KNN,0.2932330827067669,0.2818034016466543
133.0,133.0,199.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
134.0,134.0,201.0,0.2963,0.2414,0.4396,0.3556,0.3636,0.2059,0.1538,0.1,"105
10%",KNN,0.3007518796992481,0.2937366388829733
135.0,135.0,202.0,0.1786,0.0,0.5217,0.3103,0.4158,0.3714,0.2857,0.1,"105
10%",SVC,0.3345864661654135,0.2976628325562416
136.0,136.0,204.0,0.3171,0.1818,0.433,0.3809,0.338,0.2187,0.1266,0.2,"211
20%",KNN,0.2969924812030075,0.2851705531027166
137.0,137.0,205.0,0.2182,0.0526,0.5376,0.3548,0.4742,0.3243,0.2655,0.2,"211
20%",SVC,0.3496240601503759,0.318189195645787
138.0,138.0,207.0,0.2609,0.1481,0.4681,0.4167,0.338,0.127,0.2118,0.3,"316
30%",KNN,0.3007518796992481,0.281506641185107
139.0,139.0,208.0,0.1724,0.0526,0.5252,0.3809,0.4565,0.2933,0.2617,0.3,"316
30%",SVC,0.3383458646616541,0.3061125133871636
140.0,140.0,210.0,0.2278,0.2222,0.5102,0.4255,0.4,0.2154,0.2222,0.4,"422
40%",KNN,0.3345864661654135,0.3176304510887361
141.0,141.0,211.0,0.1967,0.0541,0.4948,0.4179,0.4091,0.3457,0.2574,0.4,"422
40%",SVC,0.3383458646616541,0.3108181197323208
142.0,142.0,213.0,0.2192,0.2641,0.5053,0.3516,0.35,0.1471,0.1389,0.5,"528
50%",KNN,0.2969924812030075,0.2823126067927708
143.0,143.0,214.0,0.1356,0.0513,0.5106,0.4242,0.427,0.3,0.2857,0.5,"528
50%",SVC,0.3345864661654135,0.3049195102264166
144.0,144.0,216.0,0.2597,0.2264,0.5346,0.4167,0.3513,0.25,0.0895,0.6,"633
60%",KNN,0.3270676691729323,0.3040541537500578
145.0,145.0,217.0,0.1695,0.0,0.5743,0.4179,0.4598,0.35,0.26,0.6,"633
60%",SVC,0.3571428571428571,0.3187756448385751
146.0,146.0,219.0,0.2632,0.2182,0.4898,0.421,0.4167,0.2222,0.1918,0.7,"739
70%",KNN,0.3345864661654135,0.3175511390959502
147.0,147.0,220.0,0.2034,0.0,0.5208,0.3768,0.4368,0.3457,0.2772,0.7,"739
70%",SVC,0.3421052631578947,0.3086747289082949
148.0,148.0,222.0,0.2535,0.16,0.5155,0.4,0.4156,0.2222,0.2162,0.8,"844
80%",KNN,0.3345864661654135,0.3118582711870272
149.0,149.0,223.0,0.2069,0.0,0.5657,0.3939,0.4938,0.3182,0.2941,0.8,"844
80%",SVC,0.3609022556390977,0.3246598767220809
150.0,150.0,225.0,0.2647,0.2593,0.5,0.449,0.4048,0.2143,0.1842,0.9,"950
90%",KNN,0.3458646616541353,0.3251718398303347
151.0,151.0,226.0,0.2034,0.0476,0.52,0.3881,0.4557,0.2892,0.3137,0.9,"950
90%",SVC,0.3458646616541353,0.3168066998362582
152.0,152.0,228.0,0.2571,0.2593,0.5306,0.4082,0.4146,0.2105,0.1644,1.0,"1056
100%",KNN,0.3421052631578947,0.3206745214829958
153.0,153.0,229.0,0.2,0.0488,0.549,0.4062,0.4691,0.3373,0.297,1.0,"1056
100%",SVC,0.3609022556390977,0.3296521426682585
154.0,154.0,231.0,0.3333,0.1429,0.4,0.3516,0.3513,0.2121,0.1579,0.0,"0
0%",KNN,0.2894736842105263,0.2784580183076424
155.0,155.0,232.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
156.0,156.0,234.0,0.2791,0.1176,0.4667,0.3516,0.3243,0.1818,0.1892,0.1,"105
10%",KNN,0.2894736842105263,0.2729090771303005
157.0,157.0,235.0,0.1429,0.0,0.4783,0.3158,0.4444,0.3429,0.2623,0.1,"105
10%",SVC,0.3195488721804511,0.2837863079107673
158.0,158.0,237.0,0.2143,0.1754,0.3678,0.4,0.2941,0.1905,0.2051,0.2,"211
20%",KNN,0.2744360902255639,0.2638946350563121
159.0,159.0,238.0,0.1724,0.0,0.5161,0.3125,0.4516,0.3288,0.2807,0.2,"211
20%",SVC,0.3308270676691729,0.2945892294658508
160.0,160.0,240.0,0.2857,0.2143,0.4348,0.4124,0.3333,0.2,0.1795,0.3,"316
30%",KNN,0.3082706766917293,0.2942820365052548
161.0,161.0,241.0,0.1724,0.0526,0.5106,0.4,0.4468,0.2785,0.2115,0.3,"316
30%",SVC,0.3233082706766917,0.2960730935368777
162.0,162.0,243.0,0.2432,0.2069,0.4632,0.4082,0.3513,0.1905,0.1143,0.4,"422
40%",KNN,0.3007518796992481,0.282510601589086
163.0,163.0,244.0,0.1429,0.0,0.5625,0.3823,0.413,0.3377,0.2641,0.4,"422
40%",SVC,0.3383458646616541,0.3003666919075781
164.0,164.0,246.0,0.2466,0.1569,0.5,0.3913,0.3188,0.2253,0.1842,0.5,"528
50%",KNN,0.3082706766917293,0.28902080772741
165.0,165.0,247.0,0.2034,0.0,0.5,0.4478,0.4419,0.3,0.3238,0.5,"528
50%",SVC,0.3496240601503759,0.3166887162091611
166.0,166.0,249.0,0.2133,0.2353,0.4565,0.3878,0.3333,0.1875,0.1081,0.6,"633
60%",KNN,0.2894736842105263,0.2745493905132978
167.0,167.0,250.0,0.2069,0.0,0.5567,0.4242,0.4762,0.3,0.2936,0.6,"633
60%",SVC,0.3571428571428571,0.3225154949623214
168.0,168.0,252.0,0.2432,0.2264,0.5148,0.421,0.3684,0.1905,0.1714,0.7,"739
70%",KNN,0.3270676691729323,0.3051268955495241
169.0,169.0,253.0,0.2034,0.0526,0.5346,0.3939,0.4691,0.3415,0.2857,0.7,"739
70%",SVC,0.3571428571428571,0.3258468245084771
170.0,170.0,255.0,0.25,0.3019,0.4898,0.4731,0.4304,0.2,0.1558,0.8,"844
80%",KNN,0.3458646616541353,0.3287178418670956
171.0,171.0,256.0,0.2,0.05,0.5773,0.4193,0.4337,0.3373,0.2991,0.8,"844
80%",SVC,0.3609022556390977,0.3309748834640983
172.0,172.0,258.0,0.2466,0.3019,0.5714,0.3917,0.35,0.1967,0.2,0.9,"950
90%",KNN,0.3421052631578947,0.3226235135917361
173.0,173.0,259.0,0.2034,0.0476,0.56,0.3881,0.4634,0.3,0.2941,0.9,"950
90%",SVC,0.3533834586466165,0.3223715515464606
174.0,174.0,261.0,0.2571,0.2545,0.5454,0.4167,0.425,0.2623,0.1408,1.0,"1056
100%",KNN,0.3496240601503759,0.3288499537427531
175.0,175.0,262.0,0.2034,0.0476,0.5631,0.4062,0.475,0.3132,0.3168,1.0,"1056
100%",SVC,0.3646616541353383,0.3322071956372195
176.0,176.0,264.0,0.3333,0.1429,0.4186,0.3516,0.3513,0.2154,0.1579,0.0,"0
0%",KNN,0.2932330827067669,0.2815820260828129
177.0,177.0,265.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
